"Title";"Price";"Sale price";"Code";"Reviews";"Color";"Memory";"Manufacturer";"Display size";"Resolution";"Images";"Specs"
"Мобільний телефон Apple iPhone 15 128GB Black (MTP03)";"35 499";"33 299";"U0854689";"1";"чорний";"128 Gb";"Apple";"6.1""";"1179 х 2556";"https://brain.com.ua/static/images/prod_img/8/9/U0854689_1739047983.jpg, https://brain.com.ua/static/images/prod_img/9/4/U0854694_1739048003.jpg, https://brain.com.ua/static/images/prod_img/9/0/U0854690_1739047987.jpg, https://brain.com.ua/static/images/prod_img/9/3/U0854693_1739048000.jpg, https://brain.com.ua/static/images/prod_img/9/1/U0854691_1739047992.jpg";"Вага: 171 г
Колір: чорний
Модель: iPhone 15 128GB Black
Артикул: MTP03
Безпека: FaceID
Виробник: Apple
Примітка: Виробник може змінювати властивості,
характеристики,
зовнішній вигляд і комплектацію товарів без попередження
Процесор: Apple A16 Bionic
Штрихкод: 195949036019
Навігація: BeiDou,
Galileo,
QZSS,
iBeacon,
GPS,
A-GPS
Оснащення: пило/вологозахист,
гіроскоп,
бездротове заряджання
Органайзер: калькулятор,
телефонна книга,
диктофон,
секундомір,
нотатки,
будильник,
світовий час,
годинник,
календар
Розміри (мм): 147.6 x 71.6 x 7.80 мм
Тип дисплея: OLED
Форм-фактор: моноблок
Мультимедіа: FM-радіо,
мобільні сервіси Google,
соціальні мережі,
відеоплеєр,
музичний плеєр,
ігри
Особливості: IP68 certified
Гарантія, міс: 12
Кількість ядер: 6 core
Основна камера: 48 + 12 Mpx
Формат SIM-карти: e-sim,
Nano
Функції камери: панорама,
розпізнавання обличчя,
геотегінг,
спалах,
автофокус
Діагональ екрану: 6.1""
Кількість SIM-карт: 1 SIM + e-sim
Вбудована пам'ять: 128 Gb
Вбудовані датчики: датчик освітлення,
компас,
акселерометр,
датчик наближення,
гіроскоп,
барометр
Фронтальна камера: 12 Mpx
Метод стабілізації: оптична
Операційна система: iOS 17
Особливості корпусу: водонепроникні
Бездротові підключення: Bluetooth,
WI-FI,
NFC
Інтерфейси і підключення: USB Type-C
Частота оновлення екрану: 60 Гц
Покоління зв'язку (2G /3G/4G/5G): 2G,
3G,
4G,
5G
Діафрагма основної камери: f/1.6 + f/2.4
Роздільна здатність екрану: 1179 х 2556
Запис відео основної камери: 4K / 3840x2160 / стереозвук
Діафрагма фронтальної камери: f/1.9
Кількість модулів основної камери: 2
Кількість модулів фронтальної камери: 1"
